family,design,model,context_tokens,batch_size,device_count,topology_kind,parallelism,link,intra_link,intra_domain_size,tensor_group,pipeline_stages,link_latency_s,link_share_of_step,node,weight_store,kv_store,weight_amortization,silicon_area_mm2,silicon_area_mm2_per_device,feasible,per_user_tokens_s,aggregate_tokens_s,delivered_tokens_s,per_user_tokens_s_throughput_view,latency_correction_x,token_slots,microbatch_per_slot,pipeline_fill_users,pipeline_fill_limited_by,step_time_s,binding_constraint,power_w,thermal_scale,stored_weight_bytes,engaged_weight_bytes,engaged_weight_fraction,expert_coverage,resident_kv_bytes,max_resident_users,weight_to_kv_read_ratio,execution_format,hop_events_per_token,rom_sweep_ceiling_tokens_s
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x8-romfill,Qwen3-8B,8192,64,8,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350263,N6,rom,hbm,batched,369800.0,46225.0,True,195.3045335607059,88668.25823656048,12499.490147885177,1370.198186118372,7.015700870520129,454.0,1.0,454.0,pipeline_slots,0.005120208843944593,kv_read,4147.460018278778,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,4100.0,12.530892266167534,bf16,35.0,4578.820890503997
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x8-romfill,Qwen3-8B,8192,256,8,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350263,N6,rom,hbm,batched,369800.0,46225.0,True,195.3045335607059,88668.25823656048,49997.96059154071,345.87172324784495,1.7709354562439727,454.0,1.0,454.0,pipeline_slots,0.005120208843944593,kv_read,4147.460018278778,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,4100.0,12.530892266167534,bf16,35.0,4578.820890503997
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,1,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,195.30453356070595,59341.02097604582,303.83842041025133,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,2,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,390.6090671214119,41056.47039057845,210.21770279498907,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,4,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,781.2181342428238,25402.249690768647,130.0648235227624,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,8,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,1562.4362684856476,14412.049797100555,73.79270483048413,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,16,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,3124.872536971295,7726.425000166174,39.56090961792544,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,32,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,6249.74507394259,4007.933697469782,20.52145756372833,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,64,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,12499.49014788518,2042.2190001531292,10.456587785855735,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-pipeline-x12-romfill,Qwen3-8B,8192,256,12,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0006835679608350264,N6,rom,hbm,batched,554700.0,46225.0,True,195.30453356070595,133002.38735484076,49997.96059154072,517.9700936851616,2.652115054585573,681.0,1.0,681.0,pipeline_slots,0.005120208843944592,kv_read,6221.190027418167,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,6151.0,12.530892266167534,bf16,35.0,4578.820890503998
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,1,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.00022071859200000003,0.5786042396646764,N6,rom,hbm,batched,4075.0,815.0,True,2621.456735573396,2621.456735573396,2621.456735573396,2621.456735573396,1.0,1.0,1.0,1.0,batch,0.0003814672912315938,link_latency,122.6187050097626,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,298.0,12.530892266167534,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,2,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.000225437184,0.4166369893098755,N6,rom,hbm,batched,4075.0,815.0,True,1848.1289639861518,3696.2579279723036,3696.2579279723036,1848.1289639861518,1.0,1.0,2.0,2.0,batch,0.0005410877809323122,kv_read,158.9051685045461,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,298.0,6.265446133083767,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,4,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.000234874368,0.2730053658892965,N6,rom,hbm,batched,4075.0,815.0,True,1162.3463565394095,4649.385426157638,4649.385426157638,1162.3463565394095,1.0,1.0,4.0,4.0,batch,0.0008603287603337489,kv_read,191.08379503880124,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,298.0,3.1327230665418835,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,8,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.000253748736,0.16930005420976033,N6,rom,hbm,batched,4075.0,815.0,True,667.1956553500244,5337.565242800195,5337.565242800195,667.1956553500244,1.0,1.0,8.0,8.0,batch,0.0014988107191366224,kv_read,214.3174981376147,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,298.0,1.5663615332709417,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,16,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.000291497472,0.10501481933781898,N6,rom,hbm,batched,4075.0,815.0,True,360.25979442394265,5764.156710783082,5764.156710783082,360.25979442394265,1.0,1.0,16.0,16.0,batch,0.0027757746367423693,kv_read,228.71969255237678,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,298.0,0.7831807666354709,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,32,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.00036699494399999996,0.06885842989007603,N6,rom,hbm,batched,4075.0,815.0,True,187.6277344302488,6004.087501767962,6004.087501767962,187.6277344302488,1.0,1.0,32.0,32.0,batch,0.005329702471953863,kv_read,236.82001840791054,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,298.0,0.39159038331773544,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,64,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.000517989888,0.04962749724927931,N6,rom,hbm,batched,4075.0,815.0,True,95.80784953330848,6131.702370131743,6131.702370131743,95.80784953330848,1.0,1.0,64.0,64.0,batch,0.01043755814237685,kv_read,241.12843590411603,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,298.0,0.19579519165886772,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x5-romfill,Qwen3-8B,8192,256,5,array,tensor,infiniband_hdr,nvlink3,8,5,1,0.0014239595520000002,0.03465912672009804,N6,rom,hbm,batched,4075.0,815.0,True,24.339965746511623,6231.031231106976,6231.031231106976,24.339965746511623,1.0,1.0,256.0,256.0,batch,0.04108469216491477,kv_read,244.48188686160108,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,298.0,0.04894879791471693,bf16,72.0,21436.45295960877
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,1,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00022116096,0.6829719329690802,N6,rom,hbm,batched,6520.0,815.0,True,3088.1215788224117,3088.1215788224117,3088.1215788224117,3088.1215788224117,1.0,1.0,1.0,1.0,batch,0.00032382144759382443,link_latency,144.44696483807593,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,476.0,12.530892266167534,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,2,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00022632192,0.5315265296502087,N6,rom,hbm,batched,6520.0,815.0,True,2348.5419779498548,4697.0839558997095,4697.0839558997095,2348.5419779498548,1.0,1.0,2.0,2.0,batch,0.00042579609365677335,link_latency,201.93150262695522,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,476.0,6.265446133083767,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,4,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00023664383999999998,0.3757770129683286,N6,rom,hbm,batched,6520.0,815.0,True,1587.9433538955784,6351.773415582314,6351.773415582314,1587.9433538955784,1.0,1.0,4.0,4.0,batch,0.0006297453857826713,kv_read,261.04976426509876,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,476.0,3.1327230665418835,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,8,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00025728768,0.24795371768165697,N6,rom,hbm,batched,6520.0,815.0,True,963.7216895953081,7709.773516762465,7709.773516762465,963.7216895953081,1.0,1.0,8.0,8.0,batch,0.0010376439700344672,kv_read,309.5679951732675,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,476.0,1.5663615332709417,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,16,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00029857536,0.1610924424799957,N6,rom,hbm,batched,6520.0,815.0,True,539.536961388896,8632.591382222336,8632.591382222336,539.536961388896,1.0,1.0,16.0,16.0,batch,0.0018534411385380588,kv_read,342.5381622915582,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,476.0,0.7831807666354709,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,32,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00038115072000000007,0.10936781638940651,N6,rom,hbm,batched,6520.0,815.0,True,286.9411249948747,9182.11599983599,9182.11599983599,286.9411249948747,1.0,1.0,32.0,32.0,batch,0.003485035475545242,kv_read,362.1714172993688,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,476.0,0.39159038331773544,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,64,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.00054630144,0.08095484499216757,N6,rom,hbm,batched,6520.0,815.0,True,148.18713454639177,9483.976610969074,9483.976610969074,148.18713454639177,1.0,1.0,64.0,64.0,batch,0.006748224149559609,kv_read,372.9562050326747,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,476.0,0.19579519165886772,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-array-tensor-x8-romfill,Qwen3-8B,8192,256,8,array,tensor,infiniband_hdr,nvlink3,8,8,1,0.0015372057600000003,0.0583881552212603,N6,rom,hbm,batched,6520.0,815.0,True,37.98330499442071,9723.726078571703,9723.726078571703,37.98330499442071,1.0,1.0,256.0,256.0,batch,0.02632735619364581,kv_read,381.5219039741887,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,476.0,0.04894879791471693,bf16,72.0,34298.32473537404
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,1,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088006498798623,0.5606227183038959,N6,rom,hbm,batched,46225.0,46225.0,True,5056.11823337801,5056.11823337801,5056.11823337801,5056.11823337801,1.0,1.0,1.0,1.0,batch,0.0001977801850831911,link_latency,236.50005805548878,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,512.0,12.530892266167534,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,2,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088012997597247,0.397657034332605,N6,rom,hbm,batched,46225.0,46225.0,True,3586.3687607398783,7172.737521479757,7172.737521479757,3586.3687607398783,1.0,1.0,2.0,2.0,batch,0.0002788335686355067,kv_read,308.36188564224074,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,512.0,6.265446133083767,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,4,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088025995194491,0.2514631821237844,N6,rom,hbm,batched,46225.0,46225.0,True,2267.880524745952,9071.522098983807,9071.522098983807,2267.880524745952,1.0,1.0,4.0,4.0,batch,0.00044094033574013786,kv_read,372.82795693811033,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,512.0,3.1327230665418835,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,8,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088051990388983,0.14491270874866302,N6,rom,hbm,batched,46225.0,46225.0,True,1306.9266709271562,10455.41336741725,10455.41336741725,1306.9266709271562,1.0,1.0,8.0,8.0,batch,0.0007651538699494004,kv_read,419.81276723914686,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,512.0,1.5663615332709417,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,16,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088103980777964,0.0784398238531706,N6,rom,hbm,batched,46225.0,46225.0,True,707.4232347491667,11318.771755986667,11318.771755986667,707.4232347491667,1.0,1.0,16.0,16.0,batch,0.001413580938367925,kv_read,449.12484618206963,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,512.0,0.7831807666354709,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,32,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088207961555928,0.040909328775260885,N6,rom,hbm,batched,46225.0,46225.0,True,368.94445808644787,11806.222658766332,11806.222658766332,368.94445808644787,1.0,1.0,32.0,32.0,batch,0.002710435075204975,kv_read,465.6744037380599,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,512.0,0.39159038331773544,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,64,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011088415923111856,0.020905196548760645,N6,rom,hbm,batched,46225.0,46225.0,True,188.531857875095,12066.03890400608,12066.03890400608,188.531857875095,1.0,1.0,64.0,64.0,batch,0.005304143348879074,kv_read,474.49548475372086,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,512.0,0.19579519165886772,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x1-romfill,Qwen3-8B,8192,256,1,wafer,tensor,inter_wafer,on_wafer,57,57,1,0.00011089663692447418,0.005314605019310779,N6,rom,hbm,batched,46225.0,46225.0,True,47.92395122793736,12268.531514351964,12268.531514351964,47.92395122793736,1.0,1.0,256.0,256.0,batch,0.02086639299092367,kv_read,481.37035787524354,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,512.0,0.04894879791471693,bf16,72.0,259848.08553610186
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,1,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0008367783049879863,0.9426844454787359,N6,rom,hbm,batched,92450.0,46225.0,True,1126.5641566702307,1126.5641566702307,1126.5641566702307,1126.5641566702307,1.0,1.0,1.0,1.0,batch,0.0008876547279434892,link_latency,52.695066878951884,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1025.0,12.530892266167534,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,2,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0008426766099759724,0.8978182220446798,N6,rom,hbm,batched,92450.0,46225.0,True,1065.4362675027608,2130.8725350055215,2130.8725350055215,1065.4362675027608,1.0,1.0,2.0,2.0,batch,0.0009385826543561028,link_latency,91.6079629276615,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1025.0,6.265446133083767,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,4,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.000854473219951945,0.8212625869325166,N6,rom,hbm,batched,92450.0,46225.0,True,961.1332078712823,3844.532831485129,3844.532831485129,961.1332078712823,1.0,1.0,4.0,4.0,batch,0.0010404385071813302,link_latency,158.0053827024963,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1025.0,3.1327230665418835,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,8,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0008780664399038898,0.7057559696954445,N6,rom,hbm,batched,92450.0,46225.0,True,803.7614668118897,6430.091734495118,6430.091734495118,803.7614668118897,1.0,1.0,8.0,8.0,batch,0.0012441502128317846,link_latency,258.1853543038623,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1025.0,1.5663615332709417,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,16,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0009252528798077797,0.5602250279903,N6,rom,hbm,batched,92450.0,46225.0,True,605.4831497597568,9687.730396156108,9687.730396156108,605.4831497597568,1.0,1.0,16.0,16.0,batch,0.0016515736241326938,link_latency,384.4057038897055,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1025.0,0.7831807666354709,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,32,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0010196257596155594,0.41340305987388404,N6,rom,hbm,batched,92450.0,46225.0,True,405.4458765633323,12974.268050026634,12974.268050026634,405.4458765633323,1.0,1.0,32.0,32.0,batch,0.002466420446734512,kv_read,511.745772780914,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1025.0,0.39159038331773544,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,64,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0012083715192311188,0.2950043607450778,N6,rom,hbm,batched,92450.0,46225.0,True,244.13382477997138,15624.564785918168,15624.564785918168,244.13382477997138,1.0,1.0,64.0,64.0,batch,0.00409611409193815,kv_read,614.4340741101611,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1025.0,0.19579519165886772,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x2-romfill,Qwen3-8B,8192,256,2,wafer,tensor,inter_wafer,on_wafer,57,114,1,0.0023408460769244743,0.16871843137184717,N6,rom,hbm,batched,92450.0,46225.0,True,72.07583319340597,18451.41329751193,18451.41329751193,72.07583319340597,1.0,1.0,256.0,256.0,batch,0.01387427596315997,kv_read,723.9630441456708,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1025.0,0.04894879791471693,bf16,144.0,519696.1710722037
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,1,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0008387443849879864,0.9589914237891907,N6,rom,hbm,batched,138675.0,46225.0,True,1143.3655365727743,1143.3655365727743,1143.3655365727743,1143.3655365727743,1.0,1.0,1.0,1.0,batch,0.0008746109341352801,link_latency,53.48095184820213,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1537.0,12.530892266167534,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,2,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0008466087699759725,0.927795448802675,N6,rom,hbm,batched,138675.0,46225.0,True,1095.8963357171538,2191.7926714343075,2191.7926714343075,1095.8963357171538,1.0,1.0,2.0,2.0,batch,0.0009124950667396846,link_latency,94.22696969969344,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1537.0,6.265446133083767,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,4,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0008623375399519449,0.8725787065798859,N6,rom,hbm,batched,138675.0,46225.0,True,1011.876053347407,4047.504213389628,4047.504213389628,1011.876053347407,1.0,1.0,4.0,4.0,batch,0.0009882633319484935,link_latency,166.34724692402935,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1537.0,3.1327230665418835,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,8,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0008937950799038899,0.7841684399298486,N6,rom,hbm,batched,138675.0,46225.0,True,877.3470089074226,7018.776071259381,7018.776071259381,877.3470089074226,1.0,1.0,8.0,8.0,batch,0.0011397998623661116,link_latency,281.8226024702059,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1537.0,1.5663615332709417,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,16,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0009567101598077796,0.6630591955978332,N6,rom,hbm,batched,138675.0,46225.0,True,693.0617270031436,11088.987632050297,11088.987632050297,693.0617270031436,1.0,1.0,16.0,16.0,batch,0.0014428729232013474,link_latency,440.0070936959469,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1537.0,0.7831807666354709,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,32,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0010825403196155594,0.5283212580795118,N6,rom,hbm,batched,138675.0,46225.0,True,488.0384116012728,15617.22917124073,15617.22917124073,488.0384116012728,1.0,1.0,32.0,32.0,batch,0.00204901904487182,link_latency,615.9924382722163,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1537.0,0.39159038331773544,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,64,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.0013342006392311188,0.4090994453836009,N6,rom,hbm,batched,138675.0,46225.0,True,306.625130699502,19624.008364768128,19624.008364768128,306.625130699502,1.0,1.0,64.0,64.0,batch,0.0032613112882127642,kv_read,771.7116972629838,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1537.0,0.19579519165886772,bf16,144.0,779544.2566083056
rom,Qwen3-8B/ROM-N6-native-HBMKV-wafer-tensor-x3-romfill,Qwen3-8B,8192,256,3,wafer,tensor,inter_wafer,on_wafer,57,171,1,0.002844162556924474,0.2699710561716906,N6,rom,hbm,batched,138675.0,46225.0,True,94.9211062196188,24299.803192222415,24299.803192222415,94.9211062196188,1.0,1.0,256.0,256.0,batch,0.01053506474825843,kv_read,953.4315451897786,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1537.0,0.04894879791471693,bf16,144.0,779544.2566083056
