study_slice,model,scenario,architecture,window_frames,cache_mode,clip_duration_s,denoise_calls,attention_density,noc_critical_cut_fraction,cache_remote_fraction,rom_row_reuse,tensor_operations,weight_read_bytes,mutable_hbm_bytes,rom_latency_s,same_compute_hbm_latency_s,rom_storage_speedup,generated_rate_fps,real_time_factor,main_compute_service_s,main_immutable_service_s,main_mutable_service_s,main_storage_service_s,main_noc_serialization_floor_s,main_largest_modeled_term
oasis_cache_placement_row_reuse,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,0.5,1,1490483714048,13679570656,3227516928.0,0.003017615697661569,0.003101981073644589,1.0279576276224958,331.38745956780605,0.06035231395323138,0.00015492284041748673,0.0005960293602054261,0.00014370386375475857,0.0005960293602054261,0.002304,noc_serialization_floor
oasis_cache_placement_row_reuse,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,1.0,whole_call,1490483714048,13679570656,3227516928.0,0.004558379971142598,0.005142666787930303,1.1281786118065205,219.37618327796864,0.09116759942285196,0.00015492284041748673,6.222311069563665e-06,0.00014370386375475857,0.00014370386375475857,0.004344685714285714,noc_serialization_floor
oasis_cache_placement_row_reuse,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,1.0,64,1490483714048,13679570656,3227516928.0,0.004558379971142598,0.005142666787930303,1.1281786118065205,219.37618327796864,0.09116759942285196,0.00015492284041748673,1.4471360707827476e-05,0.00014370386375475857,0.00014370386375475857,0.004344685714285714,noc_serialization_floor
oasis_cache_placement_row_reuse,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,1.0,8,1490483714048,13679570656,3227516928.0,0.004558379971142598,0.005142666787930303,1.1281786118065205,219.37618327796864,0.09116759942285196,0.00015492284041748673,7.633923299480605e-05,0.00014370386375475857,0.00014370386375475857,0.004344685714285714,noc_serialization_floor
oasis_cache_placement_row_reuse,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,1.0,1,1490483714048,13679570656,3227516928.0,0.005058301411947282,0.005142666787930303,1.0166785980336714,197.6948225422242,0.10116602823894563,0.00015492284041748673,0.0005960293602054261,0.00014370386375475857,0.0005960293602054261,0.004344685714285714,noc_serialization_floor
oasis_noc_cut,Oasis-500M-public-code,reference_recompute-W32,ROM-wafer-N4-class-HBM3e-central,32,reference_recompute,,,,0.0,0.0,whole_call,37928025325568,12463683168,0.0,0.004524127789773721,0.004524127789773721,1.0,221.03708084028634,0.09048255579547443,0.004501262866840818,5.656646426876059e-06,0.0,5.656646426876059e-06,0.0,compute
oasis_noc_cut,Oasis-500M-public-code,reference_recompute-W32,ROM-wafer-N4-class-HBM3e-central,32,reference_recompute,,,,0.25,0.0,whole_call,37928025325568,12463683168,0.0,0.008372107010552942,0.008372107010552942,1.0,119.44424488835507,0.16744214021105883,0.004501262866840818,5.656646426876059e-06,0.0,5.656646426876059e-06,0.003830025974025974,compute
oasis_noc_cut,Oasis-500M-public-code,reference_recompute-W32,ROM-wafer-N4-class-HBM3e-central,32,reference_recompute,,,,0.5,0.0,whole_call,37928025325568,12463683168,0.0,0.012220086231332163,0.012220086231332163,1.0,81.83248309950639,0.24440172462664325,0.004501262866840818,5.656646426876059e-06,0.0,5.656646426876059e-06,0.007660051948051948,noc_serialization_floor
oasis_noc_cut,Oasis-500M-public-code,reference_recompute-W32,ROM-wafer-N4-class-HBM3e-central,32,reference_recompute,,,,1.0,0.0,whole_call,37928025325568,12463683168,0.0,0.019916044672890605,0.019916044672890605,1.0,50.210773093976016,0.3983208934578121,0.004501262866840818,5.656646426876059e-06,0.0,5.656646426876059e-06,0.015320103896103896,noc_serialization_floor
oasis_noc_cut,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.0,0.0,whole_call,1490483714048,13679570656,3227516928.0,0.00017778776335039065,0.0007620745801380955,4.286428749520691,5624.684067987082,0.003555755267007813,0.00015492284041748673,6.222311069563665e-06,0.00014370386375475857,0.00014370386375475857,0.0,compute
oasis_noc_cut,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.25,0.0,whole_call,1490483714048,13679570656,3227516928.0,0.0003273981529607803,0.0009116849697484851,2.784636875632276,3054.3849773025204,0.006547963059215605,0.00015492284041748673,6.222311069563665e-06,0.00014370386375475857,0.00014370386375475857,0.00013165714285714287,compute
oasis_noc_cut,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,0.5,0.0,whole_call,1490483714048,13679570656,3227516928.0,0.00047700854257116986,0.0010612953593588748,2.2248980146944204,2096.398514395158,0.009540170851423396,0.00015492284041748673,6.222311069563665e-06,0.00014370386375475857,0.00014370386375475857,0.00026331428571428573,noc_serialization_floor
oasis_noc_cut,Oasis-500M-public-code,causal_kv_cache-W32,ROM-wafer-N4-class-HBM3e-central,32,causal_kv_cache,,,,1.0,0.0,whole_call,1490483714048,13679570656,3227516928.0,0.0007762293217919491,0.001360516138579654,1.7527244853864332,1288.2790844482265,0.015524586435838981,0.00015492284041748673,6.222311069563665e-06,0.00014370386375475857,0.00014370386375475857,0.0005266285714285715,noc_serialization_floor
h3_row_reuse,MiniMax-H3,5.17s-base_dense,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,49,1.0,0.5,0.0,whole_call,1.747961292578816e+17,1972716232256,0.0,23.829597036540363,23.829597036540363,1.0,5.203612961220372,4.612180071588457,20.850018400176726,0.000917762402900169,0.0,0.000917762402900169,2.9795786363636365,compute
h3_row_reuse,MiniMax-H3,5.17s-base_dense,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,49,1.0,0.5,0.0,64,1.747961292578816e+17,1972716232256,0.0,23.829597036540363,23.829597036540363,1.0,5.203612961220372,4.612180071588457,20.850018400176726,0.548821916934301,0.0,0.548821916934301,2.9795786363636365,compute
h3_row_reuse,MiniMax-H3,5.17s-base_dense,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,49,1.0,0.5,0.0,8,1.747961292578816e+17,1972716232256,0.0,23.829597036540363,23.829597036540363,1.0,5.203612961220372,4.612180071588457,20.850018400176726,4.385068761057007,0.0,4.385068761057007,2.9795786363636365,compute
h3_row_reuse,MiniMax-H3,5.17s-base_dense,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,49,1.0,0.5,0.0,1,1.747961292578816e+17,1972716232256,0.0,38.05829320001389,23.829597036540363,0.6261341492984154,3.2581597747519253,7.366121264518817,20.850018400176726,35.07871456365026,0.0,35.07871456365026,2.9795786363636365,storage
h3_row_reuse,MiniMax-H3,5.17s-accelerated_best_case,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,4,0.1,0.5,0.0,whole_call,6729315466280960.0,161038059776,0.0,0.8270087790203762,0.8270087790203762,1.0,149.93794884122366,0.16006621529426635,0.8026856881112853,7.491937982858522e-05,0.0,7.491937982858522e-05,0.024323090909090905,compute
h3_row_reuse,MiniMax-H3,5.17s-accelerated_best_case,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,4,0.1,0.5,0.0,64,6729315466280960.0,161038059776,0.0,0.8270087790203762,0.8270087790203762,1.0,149.93794884122366,0.16006621529426635,0.8026856881112853,0.04480178913749396,0.0,0.04480178913749396,0.024323090909090905,compute
h3_row_reuse,MiniMax-H3,5.17s-accelerated_best_case,ROM-wafer-N4-class-HBM3e-central,,,5.166666666666667,4,0.1,0.5,0.0,8,6729315466280960.0,161038059776,0.0,0.8270087790203762,0.8270087790203762,1.0,149.93794884122366,0.16006621529426635,0.8026856881112853,0.3579647968209802,0.0,0.3579647968209802,0.024323090909090905,compute
